title,genres,keywords,cast,crew,budget,revenue,popularity,vote_average,vote_count,overview,main_genre,profit,roi,tags
Escobar: Paradise Lost,"['Thriller', 'Romance']","['surfer', 'murder', 'murderer', 'columbia', 'telephone conversation']","['Benicio del Toro', 'Josh Hutcherson', 'Brady Corbet']",['Andrea Di Stefano'],17000000,3758328,25.112567,6.1,271,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",Thriller,-13241672,-0.7789218823529411,Thriller Romance surfer murder murderer columbia telephone conversation Benicio del Toro Josh Hutcherson Brady Corbet Andrea Di Stefano
Southland Tales,"['Action', 'Adventure', 'Comedy', 'Drama', 'Science Fiction', 'Thriller']","['suicide', 'brother brother relationship', 'spy', 'prophecy', 'middle east', 'screenwriter', 'terrorist', 'wife husband relationship', 'nevada', 'amnesia', 'allegory', 'mass murder', 'kidnapping', 'blackmail', 'riot', 'evacuation', 'afghanistan', 'time travel', 'undercover agent', 'marxism', 'politics', 'politician', 'smuggling', 'twin brother', 'movie in movie', 'murder', 'surrealism', 'balloon', 'interracial relationship', 'anti conformity', 'end of the world', 'conspiracy', 'metaphysics', 'memory', 'search', 'dirty cop', 'apocalypse', 'los angeles', 'terrorism', 'paradox', 'cult film', 'doomsday', 'near future', 'alternate reality', 'split personality', 'big corporation', 'mother son relationship', 'no opening credits', 'north korea', 'doppelganger', 'government corruption', 'southern california', 'alternate timeline', 'karma', 'environmental issue', 'world war iii', 'mysterious past', 'absurdism', 'fourth dimension', 'santa monica california']","['Dwayne Johnson', 'Seann William Scott', 'Sarah Michelle Gellar']",['Richard Kelly'],17000000,374743,9.349386,5.2,153,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",Action,-16625257,-0.9779562941176471,Action Adventure Comedy Drama Science Fiction Thriller suicide brother brother relationship spy prophecy middle east screenwriter terrorist wife husband relationship nevada amnesia allegory mass murder kidnapping blackmail riot evacuation afghanistan time travel undercover agent marxism politics politician smuggling twin brother movie in movie murder surrealism balloon interracial relationship anti conformity end of the world conspiracy metaphysics memory search dirty cop apocalypse los angeles terrorism paradox cult film doomsday near future alternate reality split personality big corporation mother son relationship no opening credits north korea doppelganger government corruption southern california alternate timeline karma environmental issue world war iii mysterious past absurdism fourth dimension santa monica california Dwayne Johnson Seann William Scott Sarah Michelle Gellar Richard Kelly
Damnation Alley,"['Action', 'Adventure', 'Science Fiction']","['based on novel', 'future', 'post-apocalyptic', 'war', 'cockroach', 'motorcycle', 'scorpion', 'post nuclear', 'battle for survival']","['Jan-Michael Vincent', 'George Peppard', 'Dominique Sanda']",['Jack Smight'],17000000,8720000,2.215261,5.0,27,A small group of survivors at a military installation who survived World War 3 attempt to drive across the desolate wasteland to where they hope more survivors are living. Hopefully their specially built vehicles will protect them against the freakish weather mutated plant and animal life and other dangers along the way.,Action,-8280000,-0.48705882352941177,Action Adventure Science Fiction based on novel future post-apocalyptic war cockroach motorcycle scorpion post nuclear battle for survival Jan-Michael Vincent George Peppard Dominique Sanda Jack Smight
The Apparition,"['Horror', 'Thriller']","['experiment', 'supernatural', 'paranormal', 'haunting', 'disappearance', 'fear', 'ghost']","['Ashley Greene', 'Sebastian Stan', 'Tom Felton']",['Todd Lincoln '],17000000,9627492,6.385234,4.5,140,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.",Horror,-7372508,-0.4336769411764706,Horror Thriller experiment supernatural paranormal haunting disappearance fear ghost Ashley Greene Sebastian Stan Tom Felton Todd Lincoln 
Fur: An Imaginary Portrait of Diane Arbus,"['Drama', 'Mystery', 'Romance']","['photographer', 'biography', 'hair', 'werewolf', 'hypertrichosis', 'freak']","['Nicole Kidman', 'Robert Downey Jr.', 'Ty Burrell']",['Steven Shainberg'],16800000,2281089,4.358255,5.8,73,"In 1958 New York Diane Arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. Respectable though her life is, she cannot help but feel uncomfortable in her privileged world. One night, a new neighbor catches Diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry.",Drama,-14518911,-0.8642208928571429,Drama Mystery Romance photographer biography hair werewolf hypertrichosis freak Nicole Kidman Robert Downey Jr. Ty Burrell Steven Shainberg
Wall Street,"['Crime', 'Drama']","['power', 'fraud', 'broker', 'wall street', 'finances', 'lawyer', 'union', 'millionaire', 'stock broker']","['Charlie Sheen', 'Michael Douglas', 'Martin Sheen']",['Oliver Stone'],15000000,43848069,24.898687,7.0,546,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",Crime,28848069,1.9232046,Crime Drama power fraud broker wall street finances lawyer union millionaire stock broker Charlie Sheen Michael Douglas Martin Sheen Oliver Stone
Sense and Sensibility,"['Drama', 'Romance']","['bowling', 'based on novel', 'servant', 'country life', 'jane austen', 'inheritance', 'military officer', 'period drama', 'rainstorm', 'horse and carriage', 'decorum']","['Kate Winslet', 'Emma Thompson', 'Hugh Grant']",['Ang Lee'],16500000,135000000,20.898711,7.2,352,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",Drama,118500000,7.181818181818182,Drama Romance bowling based on novel servant country life jane austen inheritance military officer period drama rainstorm horse and carriage decorum Kate Winslet Emma Thompson Hugh Grant Ang Lee
Becoming Jane,"['Drama', 'Romance']","['england', 'judge', 'irland', 'new love', 'empowerment', 'country life', 'future', 'letter', 'law', 'lovers', 'creativity', 'sister', 'author', 'family']","['Anne Hathaway', 'James McAvoy', 'Julie Walters']",['Julian Jarrold'],16500000,37311672,18.236284,6.9,317,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,Drama,20811672,1.2613134545454545,Drama Romance england judge irland new love empowerment country life future letter law lovers creativity sister author family Anne Hathaway James McAvoy Julie Walters Julian Jarrold
Sydney White,['Comedy'],"['college', 'romance', 'sorority', 'student', 'snow white', 'young adult', 'modern fairy tale']","['Amanda Bynes', 'Sara Paxton', 'Matt Long']",['Joe Nussbaum'],16500000,13620075,10.74648,6.0,236,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,Comedy,-2879925,-0.17454090909090908,Comedy college romance sorority student snow white young adult modern fairy tale Amanda Bynes Sara Paxton Matt Long Joe Nussbaum
House of Sand and Fog,['Drama'],"['san francisco', 'immigrant', 'house', 'intimidation', 'iranian']","['Jennifer Connelly', 'Ben Kingsley', 'Ron Eldard']",['Vadim Perelman'],16500000,16942795,12.102725,7.0,199,"Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an unfair legal dispute with the county, she is left with nowhere to go. Wanting her house back, she hires a lawyer and befriends a police officer. Neither Kathy nor Behrani have broken the law, so they find themselves involved in a difficult moral dilemma.",Drama,442795,0.026836060606060606,Drama san francisco immigrant house intimidation iranian Jennifer Connelly Ben Kingsley Ron Eldard Vadim Perelman
Dead Poets Society,['Drama'],"['individual', 'philosophy', 'poetry', 'shakespeare', 'professor', 'literature', 'friendship', 'filmes focados em um professor']","['Robin Williams', 'Ethan Hawke', 'Robert Sean Leonard']",['Peter Weir'],16400000,235860116,55.458584,8.1,2705,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",Drama,219460116,13.381714390243902,Drama individual philosophy poetry shakespeare professor literature friendship filmes focados em um professor Robin Williams Ethan Hawke Robert Sean Leonard Peter Weir
Dumb and Dumber,['Comedy'],"['gas station', 'motel', 'utah', 'stupidity', 'pill', 'prank', 'cigar smoking', 'violence', 'criminal', 'fired from the job', 'clumsiness', 'stepmother stepdaughter relationship', 'sitting on a toilet', 'aspen colorado', 'parakeet', 'defecation', 'scooter', 'hotel suite', 'endangered species', 'foolish', 'laxative']","['Jim Carrey', 'Jeff Daniels', 'Lauren Holly']",['Bobby Farrelly'],16000000,247275374,35.777067,6.5,1859,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",Comedy,231275374,14.454710875,Comedy gas station motel utah stupidity pill prank cigar smoking violence criminal fired from the job clumsiness stepmother stepdaughter relationship sitting on a toilet aspen colorado parakeet defecation scooter hotel suite endangered species foolish laxative Jim Carrey Jeff Daniels Lauren Holly Bobby Farrelly
When Harry Met Sally...,"['Comedy', 'Romance', 'Drama']","['new york', 'wife husband relationship', 'restaurant', 'platonic love', 'orgasm', 'friendship', 'male female relationship']","['Meg Ryan', 'Billy Crystal', 'Carrie Fisher']",['Rob Reiner'],16000000,92823546,18.430419,7.3,950,"During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer.",Comedy,76823546,4.801471625,Comedy Romance Drama new york wife husband relationship restaurant platonic love orgasm friendship male female relationship Meg Ryan Billy Crystal Carrie Fisher Rob Reiner
The Verdict,['Drama'],"['boston', 'court', 'malpractice', 'alcoholic', 'courtroom', 'defense attorney']","['Paul Newman', 'Charlotte Rampling', 'Jack Warden']",['Sidney Lumet'],16000000,53977250,7.980632,7.4,131,"Frank Galvin is a down-on-his luck lawyer, reduced to drinking and ambulance chasing. Former associate Mickey Morrissey reminds him of his obligations in a medical malpractice suit that he himself served to Galvin on a silver platter: all parties willing to settle out of court. Blundering his way through the preliminaries, he suddenly realizes that perhaps after all the case should go to court; to punish the guilty, to get a decent settlement for his clients, and to restore his standing as a lawyer.",Drama,37977250,2.373578125,Drama boston court malpractice alcoholic courtroom defense attorney Paul Newman Charlotte Rampling Jack Warden Sidney Lumet
Road Trip,"['Comedy', 'Adventure']","['female nudity', 'sex', 'sexism', 'sperm bank', 'erection', 'blonde', 'road trip', 'sorority', 'politically incorrect', 'pot smoking', 'teen movie', 'teen sex comedy', 'cross country', 'political', 'stoner', 'sperm donor', 'school bus', 'losing money', 'male virgin', 'horniness', 'dorm room', 'sex tape', 'young adult']","['Breckin Meyer', 'Seann William Scott', 'Amy Smart']",['Todd Phillips'],16000000,119754278,14.759948,5.9,542,Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.,Comedy,103754278,6.484642375,Comedy Adventure female nudity sex sexism sperm bank erection blonde road trip sorority politically incorrect pot smoking teen movie teen sex comedy cross country political stoner sperm donor school bus losing money male virgin horniness dorm room sex tape young adult Breckin Meyer Seann William Scott Amy Smart Todd Phillips
The Artist,"['Drama', 'Comedy', 'Romance']","['film producer', 'film history', 'movie studio', 'hollywood', 'dog', 'mustache', 'hollywoodland', 'silent film', 'marquee', 'terrier', 'movie star', 'flapper', 'silent film star']","['Jean Dujardin', 'Bérénice Bejo', 'John Goodman']",['Michel Hazanavicius'],15000000,133432856,29.943316,7.3,1049,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",Drama,118432856,7.8955237333333335,Drama Comedy Romance film producer film history movie studio hollywood dog mustache hollywoodland silent film marquee terrier movie star flapper silent film star Jean Dujardin Bérénice Bejo John Goodman Michel Hazanavicius
The Unborn,"['Horror', 'Thriller', 'Mystery']",[],"['Odette Annable', 'Gary Oldman', 'Meagan Good']",['David S. Goyer'],16000000,76514050,15.788784,4.8,365,A young woman fights the spirit that is slowly taking possession of her.,Horror,60514050,3.782128125,Horror Thriller Mystery Odette Annable Gary Oldman Meagan Good David S. Goyer
Moonrise Kingdom,"['Comedy', 'Drama', 'Romance']","['new england', 'first love', 'eye patch', 'search party', 'devastation', 'pen pal', 'handkerchief', 'child smoking', 'small town sheriff', 'the color red', 'the color blue', 'boy scouts', 'sand dancing', 'meet cute', 'boy scouts leader', 'pipe smoking', 'duringcreditsstinger']","['Bruce Willis', 'Edward Norton', 'Jared Gilman']",['Wes Anderson'],16000000,68263166,41.083914,7.6,1662,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",Comedy,52263166,3.266447875,Comedy Drama Romance new england first love eye patch search party devastation pen pal handkerchief child smoking small town sheriff the color red the color blue boy scouts sand dancing meet cute boy scouts leader pipe smoking duringcreditsstinger Bruce Willis Edward Norton Jared Gilman Wes Anderson
The Young Messiah,['Drama'],"['egypt', 'jesus christ', 'gospel', 'christian', 'journey', 'biblical']","['Adam Greaves-Neal', 'Sara Lazzaro', 'Vincent Walsh']",['Cyrus Nowrasteh'],18500000,6490401,1.884558,6.4,30,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",Drama,-12009599,-0.6491675135135135,Drama egypt jesus christ gospel christian journey biblical Adam Greaves-Neal Sara Lazzaro Vincent Walsh Cyrus Nowrasteh
Pan's Labyrinth,"['Fantasy', 'Drama', 'War']","['spain', 'resistance', 'servant', 'anti hero', 'fairy', 'fairy tale', 'franco regime', 'army', 'princess', 'love', 'woods', 'king', 'hiding', 'labyrinth', 'mythological']","['Ivana Baquero', 'Maribel Verdú', 'Sergi López']",['Guillermo del Toro'],19000000,83258226,90.809408,7.6,3041,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",Fantasy,64258226,3.3820118947368423,Fantasy Drama War spain resistance servant anti hero fairy fairy tale franco regime army princess love woods king hiding labyrinth mythological Ivana Baquero Maribel Verdú Sergi López Guillermo del Toro
Baby Boy,"['Crime', 'Drama', 'Romance']","['single parent', 'intolerance', 'condom', 'bootlegger', 'fistfight', 'step father', 'womanizer', 'thief', 'domestic violence', 'gunfight', 'los angeles', 'physical abuse', 'ex-con', 'selfishness', 'passive aggression', 'fatherhood', 'convicted felon', 'south central l.a.']","['Tyrese Gibson', 'Taraji P. Henson', 'Omar Gooding']",['John Singleton'],16000000,29381649,7.854989,7.4,55,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.",Crime,13381649,0.8363530625,Crime Drama Romance single parent intolerance condom bootlegger fistfight step father womanizer thief domestic violence gunfight los angeles physical abuse ex-con selfishness passive aggression fatherhood convicted felon south central l.a. Tyrese Gibson Taraji P. Henson Omar Gooding John Singleton
The Roommate,"['Thriller', 'Drama', 'Horror']","['jealousy', 'roommate', 'obsession', 'campus', 'love', 'murder', 'freshman', 'student', 'los angeles', 'medication', 'violence', 'boyfriend', 'design', 'resentment']","['Minka Kelly', 'Leighton Meester', 'Cam Gigandet']",['Christian E. Christiansen'],16000000,40492759,11.807269,5.3,224,"When Sara (Minka Kelly), a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca (Leighton Meester), is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.",Thriller,24492759,1.5307974375,Thriller Drama Horror jealousy roommate obsession campus love murder freshman student los angeles medication violence boyfriend design resentment Minka Kelly Leighton Meester Cam Gigandet Christian E. Christiansen
Joe Dirt,"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']","['parents kids relationship', 'loss of parents', 'looking for  birth parents', 'meteorite', 'janitor', '\xa0', 'woman director']","['David Spade', 'Brittany Daniel', 'Dennis Miller']",['Dennie Gordon'],17700000,30987695,15.976335,5.5,242,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.",Mystery,13287695,0.7507172316384181,Mystery Adventure Comedy Romance Drama parents kids relationship loss of parents looking for  birth parents meteorite janitor   woman director David Spade Brittany Daniel Dennis Miller Dennie Gordon
Double Impact,"['Thriller', 'Action', 'Crime', 'Drama']","['loss of parents', 'karate', 'fighter', 'revenge', 'hong kong', 'twins', 'hoodlum']","['Jean-Claude Van Damme', 'Geoffrey Lewis', 'Alonna Shaw']",['Sheldon Lettich'],15000000,30102717,10.484642,5.3,215,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.",Thriller,15102717,1.0068478,Thriller Action Crime Drama loss of parents karate fighter revenge hong kong twins hoodlum Jean-Claude Van Damme Geoffrey Lewis Alonna Shaw Sheldon Lettich
Hot Fuzz,"['Crime', 'Action', 'Comedy']","['village', 'arrest', 'police', 'partner', 'murder', 'conspiracy', 'gunfight', 'police force', 'cowboy costume', 'accident']","['Simon Pegg', 'Nick Frost', 'Jim Broadbent']",['Edgar Wright'],12000000,80573774,38.623178,7.4,2199,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",Crime,68573774,5.714481166666666,Crime Action Comedy village arrest police partner murder conspiracy gunfight police force cowboy costume accident Simon Pegg Nick Frost Jim Broadbent Edgar Wright
The Women,"['Comedy', 'Drama', 'Romance']","['beauty salon', 'divorce', 'woman director']","['Cloris Leachman', 'India Ennenga', 'Annette Bening']",['Diane English'],16000000,50007546,8.8321,4.6,96,"The story centers on a group of gossipy, high-society women who spend their days at the beauty salon and haunting fashion shows. The sweet, happily-wedded Mary Haines finds her marriage in trouble when shop girl Crystal Allen gets her hooks into Mary's man.",Comedy,34007546,2.125471625,Comedy Drama Romance beauty salon divorce woman director Cloris Leachman India Ennenga Annette Bening Diane English
Vicky Cristina Barcelona,"['Drama', 'Romance']","['barcelona spain', 'menage a trois', 'author']","['Scarlett Johansson', 'Rebecca Hall', 'Javier Bardem']",['Woody Allen'],15000000,96408652,32.758254,6.7,1020,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",Drama,81408652,5.427243466666667,Drama Romance barcelona spain menage a trois author Scarlett Johansson Rebecca Hall Javier Bardem Woody Allen
Boys and Girls,"['Comedy', 'Drama', 'Romance']","['soulmates', 'new love', 'platonic love', 'lovers', 'girlfriend', 'model student', 'friendship', 'motherly love', 'student movie', 'student', 'university', 'relationship']","['Freddie Prinze Jr.', 'Claire Forlani', 'Jason Biggs']",['Robert Iscove'],16000000,20627372,9.119797,5.4,103,"Ryan and Jennifer are opposites who definitely do not attract. At least that's what they always believed. When they met as twelve-year-olds, they disliked one another. When they met again as teenagers, they loathed each other. But when they meet in college, the uptight Ryan and the free-spirited Jennifer find that their differences bind them together and a rare friendship develops.",Comedy,4627372,0.28921075,Comedy Drama Romance soulmates new love platonic love lovers girlfriend model student friendship motherly love student movie student university relationship Freddie Prinze Jr. Claire Forlani Jason Biggs Robert Iscove
Jennifer's Body,"['Comedy', 'Horror']","['bloodthirstiness', 'high school', 'sexual murder', 'horror', 'gore', 'slumber party', 'demon', 'succubus', 'candlelight vigil', 'duringcreditsstinger', 'woman director']","['Megan Fox', 'Amanda Seyfried', 'Johnny Simmons']",['Karyn Kusama'],16000000,31556061,32.257414,5.3,837,A newly possessed cheerleader turns into a killer who specializes in offing her male classmates. Can her best friend put an end to the horror?,Comedy,15556061,0.9722538125,Comedy Horror bloodthirstiness high school sexual murder horror gore slumber party demon succubus candlelight vigil duringcreditsstinger woman director Megan Fox Amanda Seyfried Johnny Simmons Karyn Kusama
Drowning Mona,"['Comedy', 'Crime', 'Mystery']","['suspicion', 'suspect', 'investigation', 'remake', 'murder', 'death', 'accident', 'dysfunctional']","['Danny DeVito', 'Bette Midler', 'Neve Campbell']",['Nick Gomez'],16000000,15427192,3.021835,5.4,43,"The recently deceased Mona Dearly (Bette Midler) was many things: an abusive wife, a domineering mother, a loud-mouthed neighbor and a violent malcontent. So when her car and corpse are discovered in the Hudson River, police Chief Wyatt Rash (Danny DeVito) immediately suspects murder rather than an accident. But, since the whole community of Verplanck, N.Y., shares a deep hatred for this unceasingly spiteful woman, Rash finds his murder investigation overwhelmed with potential suspects.",Comedy,-572808,-0.0358005,Comedy Crime Mystery suspicion suspect investigation remake murder death accident dysfunctional Danny DeVito Bette Midler Neve Campbell Nick Gomez
My Stepmother is an Alien,"['Comedy', 'Science Fiction']","['alien', 'spoof', 'sneeze', 'levitation', 'message']","['Dan Aykroyd', 'Kim Basinger', 'Jon Lovitz']",['Richard Benjamin'],20000000,13854000,9.455596,5.3,131,"Trying to rescue her home planet from destruction, a gorgeous extraterrestrial named Celeste arrives on Earth and begins her scientific research. She woos quirky scientist Dr. Steve Mills, a widower with a young daughter. Before long, Celeste finds herself in love with Steve and her new life on Earth, where she experiences true intimacy for the first time. But when she loses sight of her mission, she begins to question where she belongs.",Comedy,-6146000,-0.3073,Comedy Science Fiction alien spoof sneeze levitation message Dan Aykroyd Kim Basinger Jon Lovitz Richard Benjamin
Philadelphia,['Drama'],"['gay', 'aids', 'homophobia', 'jurors', 'court', 'partner', 'hiv', 'lawyer', 'dying', 'discrimination', 'judiciary']","['Tom Hanks', 'Denzel Washington', 'Jason Robards']",['Jonathan Demme'],26000000,206678440,44.301745,7.6,988,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,Drama,180678440,6.949170769230769,Drama gay aids homophobia jurors court partner hiv lawyer dying discrimination judiciary Tom Hanks Denzel Washington Jason Robards Jonathan Demme
The Thirteenth Floor,"['Thriller', 'Science Fiction', 'Mystery']","['artificial intelligence', 'simulation', 'computer program', 'virtual reality', 'dystopia', 'murder', 'los angeles']","['Craig Bierko', 'Armin Mueller-Stahl', 'Gretchen Mol']",['Josef Rusnak'],16000000,18564088,19.890428,6.8,378,"Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.",Thriller,2564088,0.1602555,Thriller Science Fiction Mystery artificial intelligence simulation computer program virtual reality dystopia murder los angeles Craig Bierko Armin Mueller-Stahl Gretchen Mol Josef Rusnak
The Cookout,"['Comedy', 'Drama']",['comedy'],"['Ja Rule', 'Tim Meadows', 'Jenifer Lewis']",['Lance Rivera'],16000000,12,0.830596,4.6,10,"When Todd Anderson signs a $30 million deal with his hometown team, the New Jersey Nets, he knows that his life is set for a big change. To keep things real, he decides to throw a barbeque at his place -- just like the ones his family used to have. But when you have new and old friends, family, agents, and product reps in the same house, things are bound to get crazy.",Comedy,-15999988,-0.99999925,Comedy Drama comedy Ja Rule Tim Meadows Jenifer Lewis Lance Rivera
Detroit Rock City,"['Comedy', 'Music']","['parents kids relationship', 'kiss', 'independent film', 'youth', 'drug', 'detroit']","['Giuseppe Andrews', 'James DeBello', 'Edward Furlong']",['Adam Rifkin'],6500000,4217115,5.700333,6.7,100,"In 1978, a Kiss concert was an epoch-making event. For the three teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!",Comedy,-2282885,-0.3512130769230769,Comedy Music parents kids relationship kiss independent film youth drug detroit Giuseppe Andrews James DeBello Edward Furlong Adam Rifkin
Highlander,"['Adventure', 'Action', 'Fantasy']","['new york', 'scotland', 'swordplay', 'sword', 'cut-off head', 'immortality']","['Christopher Lambert', 'Roxanne Hart', 'Clancy Brown']",['Russell Mulcahy'],16000000,5900000,29.253833,6.8,624,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,Adventure,-10100000,-0.63125,Adventure Action Fantasy new york scotland swordplay sword cut-off head immortality Christopher Lambert Roxanne Hart Clancy Brown Russell Mulcahy
Things We Lost in the Fire,['Drama'],"['sadness', 'loss of father', 'junkie', 'luxury', 'heroin', 'beauty', 'charity', 'funeral', 'widow', 'loss of husband', 'ersatz', 'best friend', 'woman director']","['Halle Berry', 'Benicio del Toro', 'David Duchovny']",['Susanne Bier'],16000000,2849142,8.842869,6.7,90,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",Drama,-13150858,-0.821928625,Drama sadness loss of father junkie luxury heroin beauty charity funeral widow loss of husband ersatz best friend woman director Halle Berry Benicio del Toro David Duchovny Susanne Bier
Steel,"['Science Fiction', 'Action', 'Adventure']","['dc comics', 'los angeles', 'soldier', 'military']","[""Shaquille O'Neal"", 'Annabeth Gish', 'Richard Roundtree']",['Kenneth Johnson'],16000000,1686429,2.848727,4.3,48,"Justice. Safe streets. Payback. Metallurgist John Henry Irons (O'Neal) vows to claim them all when a renegade military reject (Judd Nelson) puts new superweapons in dangerous hands. Helped by an electronics wiz (Annabeth Gish) and an imaginative scrap metal worker (Richard Roundtree), Irons becomes Steel. Wearing body armor, wielding a fearsome electrohammer and riding a gadget-packed motorcycle, he's ready to wage war...if he can fix the untimely glitches in his untested gear. ""You all be cool now,"" the good-guy hero tells two crime victims he rescues. There'll be a lot of thrillin' before Steel himself can start chillin.'",Science Fiction,-14313571,-0.8945981875,Science Fiction Action Adventure dc comics los angeles soldier military Shaquille O'Neal Annabeth Gish Richard Roundtree Kenneth Johnson
The Immigrant,"['Drama', 'Romance']","['new york', 'corruption', 'sister sister relationship', 'magic', 'immigrant', 'nudity', 'nightmare', 'ship', 'quarantine', 'love', 'murder', 'money', 'escape', 'doctor', 'prostitution', 'poland', 'illness']","['Marion Cotillard', 'Jeremy Renner', 'Joaquin Phoenix']",['James Gray'],16000000,5867686,13.832464,6.2,250,An innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.,Drama,-10132314,-0.633269625,Drama Romance new york corruption sister sister relationship magic immigrant nudity nightmare ship quarantine love murder money escape doctor prostitution poland illness Marion Cotillard Jeremy Renner Joaquin Phoenix James Gray
